Site,Plot,Timepoint,Date,Location,Commenter,Species,Common,Taxa,MaxN,Phase,Sex,Size,Universe,Hour,Hrinmin...15,Min...16,Sec...17,SecinM...18,Time(min),Visibility,Complexity,Hr,Hrinmin...23,Min...24,Sec...25,SecinM...26,ST,DifT,TL,Flipped,TBF,Season,Notes,Rating,Family,L
TAM23,78,01.mp4,NA,T,MelaniReyes,OC,Yellowtail,Snapper,2,A,0,6,1,0,0,7,46,0.766666667,7.766666667,Good,Medium,0,0,3,19,0.316666667,3.316666667,4.45,99.67,N,99.67,SUMMER,NA,1,Lutjanidae,490
TAM23,78,01.mp4,NA,T,MelaniReyes,OC,Yellowtail,Snapper,4,A,0,6,1,0,0,7,57,0.95,7.95,Good,Medium,0,0,3,19,0.316666667,3.316666667,4.633333333,99.67,N,99.67,SUMMER,NA,1,Lutjanidae,490
TAM23,61,1,20211022.mp4,T,MadisonSandquist,OC,Yellowtail,Snapper,1,A,0,6,1?,0,0,13,11,0.183333333,13.18333333,Good,Medium,0,0,3,41,0.683333333,3.683333333,9.5,65.28,N,65.28,FALL,NA,2,Lutjanidae,490
TAM23,61,1,20211022.mp4,T,MadisonSandquist,OC,Yellowtail,Snapper,2,A,0,6,1?,0,0,13,29,0.483333333,13.48333333,Good,Medium,0,0,3,41,0.683333333,3.683333333,9.8,65.28,N,65.28,FALL,NA,2,Lutjanidae,490
TAM23,61,1,20211022.mp4,T,MadisonSandquist,OC,Yellowtail,Snapper,3,A,0,6,1?,0,0,32,41,0.683333333,32.68333333,Good,Medium,0,0,3,41,0.683333333,3.683333333,29,65.28,N,65.28,FALL,NA,2,Lutjanidae,490
TAM23,61,1,20211022.mp4,T,MadisonSandquist,OC,Yellowtail,Snapper,5,A,0,6,1?,0,0,38,3,0.05,38.05,Good,Medium,0,0,3,41,0.683333333,3.683333333,34.36666667,65.28,N,65.28,FALL,NA,2,Lutjanidae,490
TAM23,61,1,20211022.mp4,T,MadisonSandquist,OC,Yellowtail,Snapper,6,A,0,6,1?,0,0,38,11,0.183333333,38.18333333,Good,Medium,0,0,3,41,0.683333333,3.683333333,34.5,65.28,N,65.28,FALL,NA,2,Lutjanidae,490
TAM23,61,1,20211022.mp4,T,MadisonSandquist,OC,Yellowtail,Snapper,7,A,0,6,1?,0,0,39,47,0.783333333,39.78333333,Good,Medium,0,0,3,41,0.683333333,3.683333333,36.1,65.28,N,65.28,FALL,NA,2,Lutjanidae,490
TAM24,79,01.mp4,NA,T,EvanLindo,OC,Yellowtail,Snapper,2,A,0,6,0,0,0,4,21,0.35,4.35,Good,Medium,0,0,3,57,0.95,3.95,0.4,83.65,N,83.65,SUMMER,NA,2,Lutjanidae,490
TAM24,79,01.mp4,NA,T,EvanLindo,OC,Yellowtail,Snapper,3,A,0,8,1,0,0,4,38,0.633333333,4.633333333,Good,Medium,0,0,3,57,0.95,3.95,0.683333333,83.65,N,83.65,SUMMER,NA,2,Lutjanidae,490
TAM24,79,01.mp4,NA,T,EvanLindo,OC,Yellowtail,Snapper,4,A,0,8,1,0,0,6,3,0.05,6.05,Good,Medium,0,0,3,57,0.95,3.95,2.1,83.65,N,83.65,SUMMER,NA,2,Lutjanidae,490
TAM24,64,1,20211022.mp4,T,ChristineNation,OC,Yellowtail,Snapper,2,A,0,6,3?,0,0,3,34,0.566666667,3.566666667,Good,Medium,0,0,3,34,0.566666667,3.566666667,0,82.73,N,82.73,FALL,NA,3,Lutjanidae,490
TAM24,64,1,20211022.mp4,T,ChristineNation,OC,Yellowtail,Snapper,3,A,0,8,0?,0,0,4,59,0.983333333,4.983333333,Good,Medium,0,0,3,34,0.566666667,3.566666667,1.416666667,82.73,N,82.73,FALL,NA,3,Lutjanidae,490
TAM24,64,1,20211022.mp4,T,ChristineNation,OC,Yellowtail,Snapper,4,A,0,8,0?,0,0,37,40,0.666666667,37.66666667,Good,Medium,0,0,3,34,0.566666667,3.566666667,34.1,82.73,N,82.73,FALL,NA,3,Lutjanidae,490
TAM24,64,1,20211022.mp4,T,ChristineNation,OC,Yellowtail,Snapper,5,A,0,6,0?,0,0,47,14,0.233333333,47.23333333,Good,Medium,0,0,3,34,0.566666667,3.566666667,43.66666667,82.73,N,82.73,FALL,NA,3,Lutjanidae,490
TAM24,64,1,20211022.mp4,T,ChristineNation,OC,Yellowtail,Snapper,7,A,0,8,1,0,0,51,20,0.333333333,51.33333333,Good,Medium,0,0,3,34,0.566666667,3.566666667,47.76666667,82.73,N,82.73,FALL,NA,3,Lutjanidae,490
TAM24,64,1,20211022.mp4,T,ChristineNation,OC,Yellowtail,Snapper,9,A,0,8,1?,0,0,51,24,0.4,51.4,Good,Medium,0,0,3,34,0.566666667,3.566666667,47.83333333,82.73,N,82.73,FALL,NA,3,Lutjanidae,490
TAM24,77,1,20211021.mp4,T,NicolasRivas,OC,Yellowtail,Snapper,1,A,0,4,1?,0,0,3,28,0.466666667,3.466666667,Good,Medium,0,0,3,24,0.4,3.4,0.066666667,103.5,N,103.5,FALL,NA,2,Lutjanidae,490
TAM24,77,1,20211021.mp4,T,NicolasRivas,OC,Yellowtail,Snapper,2,A,0,4,1?,0,0,3,35,0.583333333,3.583333333,Good,Medium,0,0,3,24,0.4,3.4,0.183333333,103.5,N,103.5,FALL,NA,2,Lutjanidae,490
TAM24,77,1,20211021.mp4,T,NicolasRivas,OC,Yellowtail,Snapper,3,A,0,4,1?,0,0,3,36,0.6,3.6,Good,Medium,0,0,3,24,0.4,3.4,0.2,103.5,N,103.5,FALL,NA,2,Lutjanidae,490
TAM24,77,1,20211021.mp4,T,NicolasRivas,OC,Yellowtail,Snapper,4,A,0,4,1?,0,0,3,52,0.866666667,3.866666667,Good,Medium,0,0,3,24,0.4,3.4,0.466666667,103.5,N,103.5,FALL,NA,2,Lutjanidae,490
TAM24,77,1,20211021.mp4,T,NicolasRivas,OC,Yellowtail,Snapper,5,A,0,6,1?,0,0,4,37,0.616666667,4.616666667,Good,Medium,0,0,3,24,0.4,3.4,1.216666667,103.5,N,103.5,FALL,NA,2,Lutjanidae,490
TAM24,77,1,20211021.mp4,T,NicolasRivas,OC,Yellowtail,Snapper,6,A,0,6,1?,0,0,4,39,0.65,4.65,Good,Medium,0,0,3,24,0.4,3.4,1.25,103.5,N,103.5,FALL,NA,2,Lutjanidae,490
TAM24,77,1,20211021.mp4,T,NicolasRivas,OC,Yellowtail,Snapper,7,A,0,6,1?,0,0,4,39,0.65,4.65,Good,Medium,0,0,3,24,0.4,3.4,1.25,103.5,N,103.5,FALL,NA,2,Lutjanidae,490
TAM24,77,1,20211021.mp4,T,NicolasRivas,OC,Yellowtail,Snapper,6,A,0,6,1?,0,0,5,20,0.333333333,5.333333333,Good,Medium,0,0,3,24,0.4,3.4,1.933333333,103.5,N,103.5,FALL,NA,2,Lutjanidae,490
TAM24,77,1,20211021.mp4,T,NicolasRivas,OC,Yellowtail,Snapper,8,A,0,6,1,0,0,20,38,0.633333333,20.63333333,Good,Medium,0,0,3,24,0.4,3.4,17.23333333,103.5,N,103.5,FALL,NA,2,Lutjanidae,490
TAM24,77,1,20211021.mp4,T,NicolasRivas,OC,Yellowtail,Snapper,10,A,0,6,1,0,0,21,50,0.833333333,21.83333333,Good,Medium,0,0,3,24,0.4,3.4,18.43333333,103.5,N,103.5,FALL,NA,2,Lutjanidae,490
TAM24,77,1,20211021.mp4,T,NicolasRivas,OC,Yellowtail,Snapper,11,A,0,6,1,0,0,22,10,0.166666667,22.16666667,Good,Medium,0,0,3,24,0.4,3.4,18.76666667,103.5,N,103.5,FALL,NA,2,Lutjanidae,490
TAM26,46,0,20211022.mp4,T,ChristineNation,OC,Yellowtail,Snapper,1,A,0,6,0?,0,0,7,8,0.133333333,7.133333333,Good,Medium,0,0,3,10,0.166666667,3.166666667,3.966666667,78.67,N,78.67,FALL,NA,2,Lutjanidae,490
TAM26,46,0,20211022.mp4,T,ChristineNation,OC,Yellowtail,Snapper,3,A,0,6,0?,0,0,31,10,0.166666667,31.16666667,Good,Medium,0,0,3,10,0.166666667,3.166666667,28,78.67,N,78.67,FALL,NA,2,Lutjanidae,490
TAM26,46,0,20211022.mp4,T,ChristineNation,OC,Yellowtail,Snapper,4,A,0,6,0?,0,0,46,57,0.95,46.95,Good,Medium,0,0,3,10,0.166666667,3.166666667,43.78333333,78.67,N,78.67,FALL,NA,2,Lutjanidae,490
TAM26,46,0,20211022.mp4,T,ChristineNation,OC,Yellowtail,Snapper,5,A,0,6,0?,0,0,53,1,0.016666667,53.01666667,Good,Medium,0,0,3,10,0.166666667,3.166666667,49.85,78.67,N,78.67,FALL,NA,2,Lutjanidae,490
TAM35,21,1,20211022.mp4,T,ChristineNation,OC,Yellowtail,Snapper,1,A,0,0,0,0,0,11,13,0.216666667,11.21666667,Good,Medium,0,0,3,40,0.666666667,3.666666667,7.55,106.37,N,106.37,FALL,NA,2,Lutjanidae,490
TAM35,21,1,20211022.mp4,T,ChristineNation,OC,Yellowtail,Snapper,2,A,0,6,0,0,0,28,57,0.95,28.95,Good,Medium,0,0,3,40,0.666666667,3.666666667,25.28333333,106.37,N,106.37,FALL,NA,2,Lutjanidae,490
TAM35,40,1,20211023.mp4,T,MadisonSandquist,OC,Yellowtail,Snapper,1,A,0,6,0,0,0,11,43,0.716666667,11.71666667,Good,Medium,0,0,3,26,0.433333333,3.433333333,8.283333333,80.98,N,80.98,FALL,NA,2,Lutjanidae,490
TAM35,40,1,20211023.mp4,T,MadisonSandquist,OC,Yellowtail,Snapper,2,A,0,6,0?,0,0,16,49,0.816666667,16.81666667,Good,Medium,0,0,3,26,0.433333333,3.433333333,13.38333333,80.98,N,80.98,FALL,NA,2,Lutjanidae,490
TAM37,13,0120210828.mp4,NA,T,ChristineNation,OC,Yellowtail,Snapper,4,A,0,8,1,0,0,3,39,0.65,3.65,Good,Medium,0,0,3,36,0.6,3.6,0.05,88.5,Y,88.5,SUMMER,NA,2,Lutjanidae,490
TAM37,13,0120210828.mp4,NA,T,ChristineNation,OC,Yellowtail,Snapper,7,A,0,8,1,0,0,5,15,0.25,5.25,Good,Medium,0,0,3,36,0.6,3.6,1.65,88.5,Y,88.5,SUMMER,NA,2,Lutjanidae,490
TAM37,13,0120210828.mp4,NA,T,ChristineNation,OC,Yellowtail,Snapper,9,A,0,8,1,0,0,5,27,0.45,5.45,Good,Medium,0,0,3,36,0.6,3.6,1.85,88.5,Y,88.5,SUMMER,NA,2,Lutjanidae,490
TAM39,65,01.mp4,NA,T,EvanLindo,OC,Yellowtail,Snapper,1,A,0,6,1,0,0,3,44,0.733333333,3.733333333,Good,Medium,0,0,3,43,0.716666667,3.716666667,0.016666667,84.25,Y,30.017,SUMMER,NA,1,Lutjanidae,490
TAM39,65,01.mp4,NA,T,EvanLindo,OC,Yellowtail,Snapper,2,A,0,6,0,0,0,4,25,0.416666667,4.416666667,Good,Medium,0,0,3,43,0.716666667,3.716666667,0.7,84.25,Y,30.017,SUMMER,NA,1,Lutjanidae,490
TAM39,65,01.mp4,NA,T,EvanLindo,OC,Yellowtail,Snapper,3,A,0,8,0,0,0,12,59,0.983333333,12.98333333,Good,Medium,0,0,3,43,0.716666667,3.716666667,9.266666667,84.25,Y,30.017,SUMMER,NA,1,Lutjanidae,490
TAM39,65,01.mp4,NA,T,EvanLindo,OC,Yellowtail,Snapper,4,A,0,8,0,0,0,18,10,0.166666667,18.16666667,Good,Medium,0,0,3,43,0.716666667,3.716666667,14.45,84.25,Y,30.017,SUMMER,NA,1,Lutjanidae,490
TAM39,65,01.mp4,NA,T,EvanLindo,OC,Yellowtail,Snapper,5,A,0,8,0,0,0,18,43,0.716666667,18.71666667,Good,Medium,0,0,3,43,0.716666667,3.716666667,15,84.25,Y,30.017,SUMMER,NA,1,Lutjanidae,490
TAM39,67,1,20211022.mp4,T,ChristineNation,OC,Yellowtail,Snapper,1,A,0,6,0?,0,0,4,19,0.316666667,4.316666667,VeryGood,Medium,0,0,4,4,0.066666667,4.066666667,0.25,83.73,N,83.73,FALL,NA,2,Lutjanidae,490
TAM39,67,1,20211022.mp4,T,ChristineNation,OC,Yellowtail,Snapper,3,A,0,6,0?,0,0,13,39,0.65,13.65,VeryGood,Medium,0,0,4,4,0.066666667,4.066666667,9.583333333,83.73,N,83.73,FALL,NA,2,Lutjanidae,490
TAM39,67,1,20211022.mp4,T,ChristineNation,OC,Yellowtail,Snapper,5,A,0,6,0?,0,0,36,12,0.2,36.2,VeryGood,Medium,0,0,4,4,0.066666667,4.066666667,32.13333333,83.73,N,83.73,FALL,NA,2,Lutjanidae,490
TAM39,67,1,20211022.mp4,T,ChristineNation,OC,Yellowtail,Snapper,7,A,0,6,0?,0,0,38,36,0.6,38.6,VeryGood,Medium,0,0,4,4,0.066666667,4.066666667,34.53333333,83.73,N,83.73,FALL,NA,2,Lutjanidae,490
TAM39,67,1,20211022.mp4,T,ChristineNation,OC,Yellowtail,Snapper,7,A,0,6,3?,0,0,40,22,0.366666667,40.36666667,VeryGood,Medium,0,0,4,4,0.066666667,4.066666667,36.3,83.73,N,83.73,FALL,NA,2,Lutjanidae,490
TAM39,67,1,20211022.mp4,T,ChristineNation,OC,Yellowtail,Snapper,10,A,0,6,0?,0,0,55,54,0.9,55.9,VeryGood,Medium,0,0,4,4,0.066666667,4.066666667,51.83333333,83.73,N,83.73,FALL,NA,2,Lutjanidae,490
TAM39,71,20211022.mp4,NA,T,ChristineNation,OC,Yellowtail,Snapper,2,A,0,6,0?,0,0,3,53,0.883333333,3.883333333,Good,Medium,0,0,3,52,0.866666667,3.866666667,0.016666667,95,N,95,FALL,NA,2,Lutjanidae,490
TAM39,71,20211022.mp4,NA,T,ChristineNation,OC,Yellowtail,Snapper,3,A,0,6,0?,0,0,3,54,0.9,3.9,Good,Medium,0,0,3,52,0.866666667,3.866666667,0.033333333,95,N,95,FALL,NA,2,Lutjanidae,490
TAM39,71,20211022.mp4,NA,T,ChristineNation,OC,Yellowtail,Snapper,4,A,0,8,3?,0,0,5,1,0.016666667,5.016666667,Good,Medium,0,0,3,52,0.866666667,3.866666667,1.15,95,N,95,FALL,NA,2,Lutjanidae,490
TAM39,71,20211022.mp4,NA,T,ChristineNation,OC,Yellowtail,Snapper,8,A,0,8,3?,0,0,5,44,0.733333333,5.733333333,Good,Medium,0,0,3,52,0.866666667,3.866666667,1.866666667,95,N,95,FALL,NA,2,Lutjanidae,490
TAM43,1,1,NA,T,KarenRojas,OC,Yellowtail,Snapper,1,A,0,6,0,0,0,7,5,0.083333333,7.083333333,Good,Medium,0,0,3,18,0.3,3.3,3.783333333,75.08,N,75.08,SUMMER,NA,3,Lutjanidae,490
TAM43,1,1,NA,T,KarenRojas,OC,Yellowtail,Snapper,2,A,0,6,1,0,0,13,9,0.15,13.15,Good,Medium,0,0,3,18,0.3,3.3,9.85,75.08,N,75.08,SUMMER,NA,3,Lutjanidae,490
TAM43,1,1,NA,T,KarenRojas,OC,Yellowtail,Snapper,6,A,0,6,0,1,60,13,43,0.716666667,73.71666667,Good,Medium,0,0,3,18,0.3,3.3,70.41666667,75.08,N,75.08,SUMMER,NA,3,Lutjanidae,490
TAM43,1,01.mp4,NA,T,MadisonSandquist,OC,Yellowtail,Snapper,1,A,0,6,1?,0,0,5,12,0.2,5.2,Good,Medium,0,0,3,19,0.316666667,3.316666667,1.883333333,75.08,N,75.08,FALL,NA,3,Lutjanidae,490
TAM43,1,01.mp4,NA,T,MadisonSandquist,OC,Yellowtail,Snapper,2,A,0,6,1?,0,0,9,47,0.783333333,9.783333333,Good,Medium,0,0,3,19,0.316666667,3.316666667,6.466666667,75.08,N,75.08,FALL,NA,3,Lutjanidae,490
TAM43,1,01.mp4,NA,T,MadisonSandquist,OC,Yellowtail,Snapper,3,A,0,6,1?,0,0,17,48,0.8,17.8,Good,Medium,0,0,3,19,0.316666667,3.316666667,14.48333333,75.08,N,75.08,FALL,NA,3,Lutjanidae,490
TAM43,1,01.mp4,NA,T,MadisonSandquist,OC,Yellowtail,Snapper,4,A,0,6,1?,0,0,20,3,0.05,20.05,Good,Medium,0,0,3,19,0.316666667,3.316666667,16.73333333,75.08,N,75.08,FALL,NA,3,Lutjanidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,OC,Yellowtail,Snapper,1,A,0,8,0,0,0,4,55,0.916666667,4.916666667,Good,Medium,0,0,3,34,0.566666667,3.566666667,1.35,62.9,N,62,FALL,NA,3,Lutjanidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,OC,Yellowtail,Snapper,4,A,0,8,1,0,0,10,41,0.683333333,10.68333333,Good,Medium,0,0,3,34,0.566666667,3.566666667,7.116666667,62.9,N,62,FALL,NA,3,Lutjanidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,OC,Yellowtail,Snapper,3,A,0,6,1,0,0,11,2,0.033333333,11.03333333,Good,Medium,0,0,3,34,0.566666667,3.566666667,7.466666667,62.9,N,62,FALL,NA,3,Lutjanidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,OC,Yellowtail,Snapper,5,A,0,8,1,0,0,11,34,0.566666667,11.56666667,Good,Medium,0,0,3,34,0.566666667,3.566666667,8,62.9,N,62,FALL,NA,3,Lutjanidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,OC,Yellowtail,Snapper,5,A,0,6,1,0,0,24,35,0.583333333,24.58333333,Good,Medium,0,0,3,34,0.566666667,3.566666667,21.01666667,62.9,N,62,FALL,NA,3,Lutjanidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,OC,Yellowtail,Snapper,6,A,0,6,1,0,0,25,14,0.233333333,25.23333333,Good,Medium,0,0,3,34,0.566666667,3.566666667,21.66666667,62.9,N,62,FALL,NA,3,Lutjanidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,OC,Yellowtail,Snapper,7,A,0,6,0,0,0,36,51,0.85,36.85,Good,Medium,0,0,3,34,0.566666667,3.566666667,33.28333333,62.9,N,62,FALL,NA,3,Lutjanidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,OC,Yellowtail,Snapper,8,A,0,6,0,0,0,36,54,0.9,36.9,Good,Medium,0,0,3,34,0.566666667,3.566666667,33.33333333,62.9,N,62,FALL,NA,3,Lutjanidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,OC,Yellowtail,Snapper,9,A,0,6,1,0,0,40,45,0.75,40.75,Good,Medium,0,0,3,34,0.566666667,3.566666667,37.18333333,62.9,N,62,FALL,NA,3,Lutjanidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,OC,Yellowtail,Snapper,10,A,0,6,1,0,0,49,40,0.666666667,49.66666667,Good,Medium,0,0,3,34,0.566666667,3.566666667,46.1,62.9,N,62,FALL,NA,3,Lutjanidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,OC,Yellowtail,Snapper,12,A,0,6,1,0,0,53,42,0.7,53.7,Good,Medium,0,0,3,34,0.566666667,3.566666667,50.13333333,62.9,N,62,FALL,NA,3,Lutjanidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,OC,Yellowtail,Snapper,13,A,0,6,1,0,0,53,48,0.8,53.8,Good,Medium,0,0,3,34,0.566666667,3.566666667,50.23333333,62.9,N,62,FALL,NA,3,Lutjanidae,490
TAM45,12,1,20211022.mp4,T,ChristineNation,OC,Yellowtail,Snapper,4,A,0,6,0?,0,0,3,42,0.7,3.7,Good,Medium,0,0,3,40,0.666666667,3.666666667,0.033333333,88.5,N,88.5,FALL,NA,3,Lutjanidae,490
TAM45,12,1,20211022.mp4,T,ChristineNation,OC,Yellowtail,Snapper,9,A,0,8,0?,0,0,5,38,0.633333333,5.633333333,Good,Medium,0,0,3,40,0.666666667,3.666666667,1.966666667,88.5,N,88.5,FALL,NA,3,Lutjanidae,490
TAM45,12,1,20211022.mp4,T,ChristineNation,OC,Yellowtail,Snapper,12,A,0,8,3?,0,0,9,21,0.35,9.35,Good,Medium,0,0,3,40,0.666666667,3.666666667,5.683333333,88.5,N,88.5,FALL,NA,3,Lutjanidae,490
